fecha,tweet,sentimiento,sentimiento_original,tweet_limpio
2009-06-01 15:32:42,@jessicasanchezz http://twitpic.com/6ffpv - i miss you too ,0,negativo,- i miss you too
2009-05-30 14:49:46,@chibialfa @jtug I have to say it's been a weird evening for me ,4,positivo,I have to say it's been a weird evening for me
2009-05-31 00:28:12,tweetinq via sidekick 08 -- nOt fOr lOnq miqht switch back tO my Other phOne tOmOrrOw ,4,positivo,tweetinq via sidekick 08 -- nOt fOr lOnq miqht switch back tO my Other phOne tOmOrrOw
2009-06-03 03:14:26,"Ergh, I really need some hayfever tablets. I'm sure hayfever is a punishment for hating winter so much ",0,negativo,"Ergh, I really need some hayfever tablets. I'm sure hayfever is a punishment for hating winter so much"
2009-06-07 04:40:41,Watching Hatching Pete and devouring porridge ,4,positivo,Watching Hatching Pete and devouring porridge
2009-05-17 01:34:13,Mafia Wars is addictive! ,0,negativo,Mafia Wars is addictive!
2009-06-01 19:50:23,has the best boyfriend ever!! ,4,positivo,has the best boyfriend ever!!
2009-06-19 00:47:32,"I'm not getting one, stll have 4+ months remaining on contract  but might jailbreak and swap to a different carrier then. #o2fail",0,negativo,"I'm not getting one, stll have 4+ months remaining on contract but might jailbreak and swap to a different carrier then. o2fail"
2009-06-18 20:49:31,I miss my old friends SOO much  i LOVE my current frends to death but idk i juss miss them ,0,negativo,I miss my old friends SOO much i LOVE my current frends to death but idk i juss miss them
2009-06-16 18:24:21,"@Mariahsol well you know I always try to be understanding of your hardships. 'Dito, life can be so hard ",0,negativo,"well you know I always try to be understanding of your hardships. 'Dito, life can be so hard"
2009-06-05 22:16:22,The guys at our church are funny.  now for taco bell.,4,positivo,The guys at our church are funny. now for taco bell.
2009-05-29 08:58:27,"dear @LincolnT a)stop snoring and b) move from the middle of the bed, please. ",0,negativo,"dear a)stop snoring and b) move from the middle of the bed, please."
2009-06-19 04:29:23,@makikaysantos seriously?  hope it's not swine flu.  get well soon ! &gt;&lt;,0,negativo,seriously? hope it's not swine flu. get well soon ! &gt;&lt;
2009-04-18 10:26:44,@LorraineStanick there doesn't seem to be many gurus coming ,0,negativo,there doesn't seem to be many gurus coming
2009-05-18 02:09:10,"@Health4UandPets LOL, I've got 3 dogs of my own who each try hogging all the attention, perhaps a steak dinner? ",4,positivo,"LOL, I've got 3 dogs of my own who each try hogging all the attention, perhaps a steak dinner?"
2009-06-19 08:38:03,woke up all early cause my tummy is so hungry  watched dirty love last night.. SO funny.,0,negativo,woke up all early cause my tummy is so hungry watched dirty love last night.. SO funny.
2009-05-28 22:08:02,summer's almost here... I don't wanna leave school ,0,negativo,summer's almost here... I don't wanna leave school
2009-05-30 14:01:32,period. go away!  cramps cramps cramps,0,negativo,period. go away! cramps cramps cramps
2009-05-04 05:08:40,mufasa!!!! warriors or the OCEAN!  hahahahahaha,4,positivo,mufasa!!!! warriors or the OCEAN! hahahahahaha
2009-06-17 23:16:10,@jordanmarieh uuuh so saturday i have pepperdine graduation but after to celebrate your first day of freedom..pinkberry? then i leave ,0,negativo,uuuh so saturday i have pepperdine graduation but after to celebrate your first day of freedom..pinkberry? then i leave
2009-05-29 13:52:07,@VennardRose you know all you ever have to do is ask and its yours for the takin babe...be good ,4,positivo,you know all you ever have to do is ask and its yours for the takin babe...be good
2009-06-07 02:08:53,Why dont Girls Aloud have twitter ,0,negativo,Why dont Girls Aloud have twitter
2009-06-15 17:27:14,is at home sick ,0,negativo,is at home sick
2009-05-17 06:11:55,So effing tired.  - So effing tired.  http://bit.ly/4kv8wK,0,negativo,So effing tired. - So effing tired.
2009-04-18 21:07:20,I'm praying for her relationship with the LORD. That's the only way she will find happiness ,0,negativo,I'm praying for her relationship with the LORD. That's the only way she will find happiness
2009-05-03 01:10:57,I really need to sleep more.  .......new project coming soon! ,4,positivo,I really need to sleep more. .......new project coming soon!
2009-05-31 14:19:13,@Jackkkkz yeh  have u seen night at the museum 2 ??,4,positivo,yeh have u seen night at the museum 2 ??
2009-06-06 19:42:33,"talking to Collin, he's doing some MAJOR sucking up  haha, i love that boy.",4,positivo,"talking to Collin, he's doing some MAJOR sucking up haha, i love that boy."
2009-06-02 04:47:06,"he din text me, he din call me and he forget about me. ",0,negativo,"he din text me, he din call me and he forget about me."
2009-04-19 23:17:32,"Listening to ABBA, can never get enough! ",4,positivo,"Listening to ABBA, can never get enough!"
2009-06-01 04:30:05,@zigaurre looks as a communication/pr issue. the AF flight is lost 4ever ,0,negativo,looks as a communication/pr issue. the AF flight is lost 4ever
2009-04-20 22:50:20,@losamanda is that you? I recognize the corona light. ,4,positivo,is that you? I recognize the corona light.
2009-05-23 18:06:24,wondering how and where to start  I miss you... with all my heart n i need u a lot too :/,0,negativo,wondering how and where to start I miss you... with all my heart n i need u a lot too :/
2009-06-01 05:42:13,@NomadRip Nice pic   /@ldeziel http://twitpic.com/6ebxn - Nice! I've wanted to check that place out.,4,positivo,Nice pic / - Nice! I've wanted to check that place out.
2009-05-31 06:28:25,Now I have 101.8. This totally stinks! We have 2 youth going on missions Monday and today is their &quot;going away&quot; party at church! ,0,negativo,Now I have 101.8. This totally stinks! We have 2 youth going on missions Monday and today is their &quot;going away&quot; party at church!
2009-06-01 14:18:39,@xNiccole ha mmmmmmm toast haha ,4,positivo,ha mmmmmmm toast haha
2009-06-25 08:14:13,@bkidder but i dont have any money ,0,negativo,but i dont have any money
2009-05-10 07:24:00,HMM so i saw another B dancer Aisha dancing with Ciara on SNL i recognize true talent..real B fans do..happy mother's day mom ,4,positivo,HMM so i saw another B dancer Aisha dancing with Ciara on SNL i recognize true talent..real B fans do..happy mother's day mom
2009-05-03 20:46:28,Michael Buble  makes me very happy,4,positivo,Michael Buble makes me very happy
2009-06-01 20:20:41,Can't sleep   I'm thinking about way too much. Lalala I need sleep or else I'm going tovgo crazzy oh wait I think I'm all ready there. 8/,0,negativo,Can't sleep I'm thinking about way too much. Lalala I need sleep or else I'm going tovgo crazzy oh wait I think I'm all ready there. 8/
2009-05-31 04:51:03,@burtonsnowlab Lemon!!! you got twitter!!! thats so stunning! I hearts you! &lt;3 ,4,positivo,Lemon!!! you got twitter!!! thats so stunning! I hearts you! &lt;3
2009-06-01 03:14:20,@drewbroomhall That's preaching to the converted here ,4,positivo,That's preaching to the converted here
2009-06-06 01:07:34,@henry_maddocks thebox.bz supplied me with all of Season 14 of Grand Designs ,4,positivo,thebox.bz supplied me with all of Season 14 of Grand Designs
2009-05-09 21:26:26,@iamchrisc haha  cute. ps thanks for the reply made my day haha,4,positivo,haha cute. ps thanks for the reply made my day haha
2009-05-10 06:28:52,Made the table no prob but they sent the wrong bloody chairs!? Can't be arsed so out enjoying the sunshine ,4,positivo,Made the table no prob but they sent the wrong bloody chairs!? Can't be arsed so out enjoying the sunshine
2009-06-16 00:47:14,I FINALLY read the &quot;Penny: Keep Your Head Up&quot; comic! I was so sad at the end... ,0,negativo,I FINALLY read the &quot;Penny: Keep Your Head Up&quot; comic! I was so sad at the end...
2009-05-17 07:02:02,"is done with his verse. feelin it, hope i dont cry when i record this track. it's all good. ",4,positivo,"is done with his verse. feelin it, hope i dont cry when i record this track. it's all good."
2009-06-21 08:33:31,@uditm high fever man ... Just very irritating ... ,0,negativo,high fever man ... Just very irritating ...
2009-05-30 02:51:39,is watchin insert infotainment @marvinjulian jessi is out from the list  . Kita pake mobil apa nanti?,4,positivo,is watchin insert infotainment jessi is out from the list . Kita pake mobil apa nanti?
2009-06-25 09:31:01,"@snowqueen297 on @orbitz. They anounced a winner already, and it wasn't me ",0,negativo,"on They anounced a winner already, and it wasn't me"
2009-06-20 22:23:09,misses everyone from my school since the last day of &quot;school&quot; at Golden Gate Park. ,0,negativo,misses everyone from my school since the last day of &quot;school&quot; at Golden Gate Park.
2009-06-17 10:58:52,doing my project on dog fights...cannot stop crying  I can't believe people r so cruel,0,negativo,doing my project on dog fights...cannot stop crying I can't believe people r so cruel
2009-06-22 15:50:21,"#iranelection At least, the spammers help to keep this category alive  Suck it spammers!!!!!",0,negativo,"iranelection At least, the spammers help to keep this category alive Suck it spammers!!!!!"
2009-06-14 23:49:57,@kogantech I'm re-tweeting this to go in the draw to win a Kogan LCD TV - www.kogan.com.au  as seen by 4000 followers ,4,positivo,I'm re-tweeting this to go in the draw to win a Kogan LCD TV - www.kogan.com.au as seen by 4000 followers
2009-04-20 00:38:25,ye baby! first software issue sorted! now for the next one. What a way to start the week ,4,positivo,ye baby! first software issue sorted! now for the next one. What a way to start the week
2009-06-05 09:13:28,Greetings from the piano bench  (photo) http://twitpic.com/6oe8i,4,positivo,Greetings from the piano bench (photo)
2009-06-16 00:53:15,"@ThisIsTRACYJ rip ja  i'm so sorry, i still can't believe it, with his huge head always looking in the window, he was the best .. awww ",0,negativo,"rip ja i'm so sorry, i still can't believe it, with his huge head always looking in the window, he was the best .. awww"
2009-06-16 05:57:07,Juicy725: Oh.... I see...well I expected the pre to be way more advance....I dnt like mines  http://tinyurl.com/mamoco,0,negativo,Juicy725: Oh.... I see...well I expected the pre to be way more advance....I dnt like mines
2009-06-02 02:39:30,"@bradiewebbstack no buddy, its funny. if it was anoyying i'd stop following you ",4,positivo,"no buddy, its funny. if it was anoyying i'd stop following you"
2009-05-31 16:37:18,Wondering what on earth is up with facebook... It has been so laggy these past few days and it's doing my head in ,0,negativo,Wondering what on earth is up with facebook... It has been so laggy these past few days and it's doing my head in
2009-06-02 23:13:34,"High, waiting for my food to come out of mcd's. Got an 88 on test ",4,positivo,"High, waiting for my food to come out of mcd's. Got an 88 on test"
2009-06-15 05:02:35,Going to school. AGAIN. summer will never come ,0,negativo,Going to school. AGAIN. summer will never come
2009-05-26 22:11:34,"@slixk And if u are here and don't wear a mask, u'll get a reaction, hahahah!! Eh, wear a gas mask la!! More fun ",4,positivo,"And if u are here and don't wear a mask, u'll get a reaction, hahahah!! Eh, wear a gas mask la!! More fun"
2009-04-21 04:11:04,Missed $ES_F short ,0,negativo,Missed $ES_F short
2009-06-01 22:29:40,dress finished  Now I have to finish my other 3 projects..,4,positivo,dress finished Now I have to finish my other 3 projects..
2009-05-30 06:09:57,GAH! I hate when parents control you :@ i really wanted to go out today! ! Sorry @JodieWanKenobie ,0,negativo,GAH! I hate when parents control you :@ i really wanted to go out today! ! Sorry
2009-06-15 05:10:49,@BonesBabex3  Good Morning Brooke ,4,positivo,Good Morning Brooke
2009-04-06 23:38:45, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],4,positivo,&quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from
2009-06-16 18:25:41,"Just got thru eatin @ twist with my girl  @candycane00. Now I'm full, tired and ready to be put to bed.-i need a boo  lol",0,negativo,"Just got thru eatin @ twist with my girl Now I'm full, tired and ready to be put to bed.-i need a boo lol"
2009-06-02 08:17:14,Irony - Getting on a plane in Tallahassee to head to NoVa as my sister Judi drives south to Tallahassee. ,0,negativo,Irony - Getting on a plane in Tallahassee to head to NoVa as my sister Judi drives south to Tallahassee.
2009-04-21 02:41:35,"Twitter, baby, keep me company until midnight, yes? ",4,positivo,"Twitter, baby, keep me company until midnight, yes?"
2009-05-30 11:20:25,Are you following the best profile? @twitjobsUK @twitjobsMedia @twitjobsGrad @twitjobsCreativ @twitjobsFashion @twitjobsLondon @twijobsIT ,4,positivo,Are you following the best profile?
2009-06-07 11:59:33,Just walked into coldstone creamery (icecream place) woah buddy im in chocolate heaven!  and a huge plus the have some sugar free goodies!,4,positivo,Just walked into coldstone creamery (icecream place) woah buddy im in chocolate heaven! and a huge plus the have some sugar free goodies!
2009-05-22 06:23:18,@TheBeadedPalace Thank you ,4,positivo,Thank you
2009-06-03 04:39:41,"you see, you like, you try you fail...meanwhile i see, i like, i want, i get......not lol .....well sometimes ",4,positivo,"you see, you like, you try you fail...meanwhile i see, i like, i want, i get......not lol .....well sometimes"
2009-05-31 01:17:54,".@MyInnerTricia hahaha!! well in that case, tell everyone!! #NoUndiesSunday ",4,positivo,". hahaha!! well in that case, tell everyone!! NoUndiesSunday"
2009-04-21 00:40:44,will be prophesying over our graduates in about 15 minutes. pray for QC team  thanks! http://plurk.com/p/pb6vc,4,positivo,will be prophesying over our graduates in about 15 minutes. pray for QC team thanks!
2009-06-01 00:57:27,3 weeks till i move ,4,positivo,3 weeks till i move
2009-06-06 16:09:55,@bunnyBISOUS so sorry but I guess it is NYC ,0,negativo,so sorry but I guess it is NYC
2009-06-07 16:12:55,Don't forget to listen to our show in a few hours 9PM Est/6PM Pfc. Give us a call! ,4,positivo,Don't forget to listen to our show in a few hours 9PM Est/6PM Pfc. Give us a call!
2009-04-20 06:03:34,had a sunbed this morn to get from blue to white. don't want to scare ppl on the beach on wed. :p 6 mins was maybe too long tho. ouch! ,0,negativo,had a sunbed this morn to get from blue to white. don't want to scare ppl on the beach on wed. :p 6 mins was maybe too long tho. ouch!
2009-05-31 16:28:11,"What a lovely day it was....spent it just hanging out &amp; getting things done, my yard FINALLY looks like a decent Yard!! ",4,positivo,"What a lovely day it was....spent it just hanging out &amp; getting things done, my yard FINALLY looks like a decent Yard!!"
2009-06-18 15:52:12,forgot he had to work tonight. ,0,negativo,forgot he had to work tonight.
2009-06-18 11:08:08,Getting mac fixed. Keyboard and mouse wont work ,0,negativo,Getting mac fixed. Keyboard and mouse wont work
2009-06-18 05:35:14,@raypod i can't DM you cause you are not following me  ,0,negativo,i can't DM you cause you are not following me
2009-06-19 23:11:22,My ear is sore.    Of course if hurts a week after i get it pierced.,0,negativo,My ear is sore. Of course if hurts a week after i get it pierced.
2009-05-09 21:01:19,@JoannePeh jia you ! ,4,positivo,jia you !
2009-06-23 17:31:20,@mikepfs I like twitterfon. Tweetdeck crashes all the time. ,0,negativo,I like twitterfon. Tweetdeck crashes all the time.
2009-06-20 13:57:24,@leander80. Where did you find it? I want to see it too but no luck so far ,0,negativo,Where did you find it? I want to see it too but no luck so far
2009-06-19 18:29:14,@allieraebot r u sirous??? ur sick????? ,0,negativo,r u sirous??? ur sick?????
2009-06-19 05:58:10,Second day and Bali and SOO sick... ,0,negativo,Second day and Bali and SOO sick...
2009-06-16 17:33:18,really tired and sad becuase my best friend emily is in the hospital tonight  she may get her appendix out,0,negativo,really tired and sad becuase my best friend emily is in the hospital tonight she may get her appendix out
2009-04-07 03:19:22,@Midgley  acting stuff ? re : Jenni- now I understand ,4,positivo,acting stuff ? re : Jenni- now I understand
2009-05-17 23:08:29,@maisizzle THANKYOUU!  good luck to you too!!! xxx,4,positivo,THANKYOUU! good luck to you too!!! xxx
2009-05-31 08:40:57,nothings impossible but many things are extremly unlikly ,4,positivo,nothings impossible but many things are extremly unlikly
2009-06-06 13:49:27,"@babysteph Took Noel to see that. He lasted 20min, but I loved what we saw. I'm so glad you guys have such a special thing. Love rocks. ",4,positivo,"Took Noel to see that. He lasted 20min, but I loved what we saw. I'm so glad you guys have such a special thing. Love rocks."
2009-06-15 00:28:39,@MSZYUNGSTAR *Hands U a burger with frys* ,4,positivo,*Hands U a burger with frys*
2009-06-06 17:45:33,"is having a trantastic time at Buffalo Wild Wings in Whorlando, eating/drinking his body weight with B, B and E  #fb",4,positivo,"is having a trantastic time at Buffalo Wild Wings in Whorlando, eating/drinking his body weight with B, B and E fb"
2009-06-18 10:23:07,No to Cleveland  but hope for a twug,0,negativo,No to Cleveland but hope for a twug
2009-06-17 17:56:39,@heyitskayy_ i am online ,0,negativo,i am online
2009-06-19 08:20:52,@rjtoronto Is your monthly bill more than $100? Apparently that's the deal I think...I'm at $85 ,0,negativo,Is your monthly bill more than $100? Apparently that's the deal I think...I'm at $85
2009-06-14 23:45:05,"it went from bad to worse. im out. was placed at 23,547 out of 53,452. Blinds were to fast, not enough hands and shit cards. ",0,negativo,"it went from bad to worse. im out. was placed at 23,547 out of 53,452. Blinds were to fast, not enough hands and shit cards."
2009-04-18 07:11:25,vote for my picture    http://bit.ly/AxUJG    please!!!!,4,positivo,vote for my picture please!!!!
2009-04-19 06:24:06,@Relucs Train ride looked too scary for me ,0,negativo,Train ride looked too scary for me
2009-05-30 12:41:05,Bad day ,0,negativo,Bad day
2009-05-29 11:28:52,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see, ",0,negativo,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,"
2009-06-16 06:26:04,"I've been up since 2:30 am trying to study for an exam I have in about 30 minutes  I'm on 4 hours of sleep..and I'm exhausted, and not ...",0,negativo,"I've been up since 2:30 am trying to study for an exam I have in about 30 minutes I'm on 4 hours of sleep..and I'm exhausted, and not ..."
2009-05-29 10:23:52,watching the tyra show!  looooove it ?,4,positivo,watching the tyra show! looooove it ?
2009-06-20 22:56:12,@theperfectlie the coursework too! its our second one... ,0,negativo,the coursework too! its our second one...
2009-05-31 23:54:08,learned something new about herself today. ,4,positivo,learned something new about herself today.
2009-05-22 04:09:53,"@brockter Better than other replies you could get, yes?   Hopefully, she's having a spectacular time!",4,positivo,"Better than other replies you could get, yes? Hopefully, she's having a spectacular time!"
2009-06-15 19:26:07,"@einfach_mich damn ppl, spoiling all the fun times for the rest of us ... ",0,negativo,"damn ppl, spoiling all the fun times for the rest of us ..."
2009-06-15 13:17:23,@TiaSparkles hey sweet Tia   how did that happen? LOL  for sure following you back!,4,positivo,hey sweet Tia how did that happen? LOL for sure following you back!
2009-06-15 23:48:16,@jenkellytisdale I don't think so ,4,positivo,I don't think so
2009-05-31 10:41:39,"@TinyBritches It was a moderate win, actually.  I think all the liquor helped.",4,positivo,"It was a moderate win, actually. I think all the liquor helped."
2009-06-07 07:21:44,has just completed the race for life in 35 minutes  very pleased,4,positivo,has just completed the race for life in 35 minutes very pleased
2009-05-30 04:59:38,just watched a DBSK(tohoshinki) Big East Fan meeting concert. I've revived my true love for their music and awesome talent. ,4,positivo,just watched a DBSK(tohoshinki) Big East Fan meeting concert. I've revived my true love for their music and awesome talent.
2009-06-01 19:40:41,@vincentisambart You better not disappoint the audience!  ,4,positivo,You better not disappoint the audience!
2009-06-02 21:44:52,Taking apple pie shots at tonys....my fav ,4,positivo,Taking apple pie shots at tonys....my fav
2009-05-18 02:22:07,I dislike cooking greatly ,0,negativo,I dislike cooking greatly
2009-06-02 04:47:17,is trying to find sum friends...lol...only hav 1 ,0,negativo,is trying to find sum friends...lol...only hav 1
2009-06-05 11:27:43,@ neo_kryptik get-together = ?... if yes then &quot;when n where?&quot; if no then &quot;  &quot;,0,negativo,@ neo_kryptik get-together = ?... if yes then &quot;when n where?&quot; if no then &quot; &quot;
2009-04-18 07:36:08,I'm in the mood of wearing a dress today ,4,positivo,I'm in the mood of wearing a dress today
2009-05-17 05:36:10,it really does go fast ,0,negativo,it really does go fast
2009-05-04 04:48:22,My sister just called... she's officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),4,positivo,My sister just called... she's officially in labor! Looks like Anna and Josie are getting a new cousin today!! (And this one is a girl!)
2009-06-01 23:20:10,Congratulations universe.  You win. haha oh Jim....bed time ,4,positivo,Congratulations universe. You win. haha oh Jim....bed time
2009-06-20 21:19:27,@jerseybomb juxx got bakk from jamaica it was fun next tiime come wiith me lo jessy really thinks nobdoy goin ,0,negativo,juxx got bakk from jamaica it was fun next tiime come wiith me lo jessy really thinks nobdoy goin
2009-05-17 11:53:42,@EmmaDempsey93 i think i am well on my way to hyperness  i feel very happy all of a sudden ...,4,positivo,i think i am well on my way to hyperness i feel very happy all of a sudden ...
2009-06-17 21:58:27,@datsnoel look like we about to run thru another photobucket account..is this where we depart? ,0,negativo,look like we about to run thru another photobucket account..is this where we depart?
2009-06-20 01:04:50,thinking of all the times im going to miss  off to work now,0,negativo,thinking of all the times im going to miss off to work now
2009-06-20 05:00:17,@shaaqT u r offering everyone tea nd u forgot me...bad very bad ,0,negativo,u r offering everyone tea nd u forgot me...bad very bad
2009-06-07 19:02:22,@ElyseGabrielle that stinks ,0,negativo,that stinks
2009-06-07 15:40:18,"@s2Courtanay everyone's skin is different though. i know another girl who reacts the same as me, and others who don't break out ",4,positivo,"everyone's skin is different though. i know another girl who reacts the same as me, and others who don't break out"
2009-06-14 22:35:13,"@jehan_ara yes, I just get bored on windows because i have nothing like tweetie here ",0,negativo,"yes, I just get bored on windows because i have nothing like tweetie here"
2009-06-17 20:16:06,Sorry it's always going to bed. Bye! ,0,negativo,Sorry it's always going to bed. Bye!
2009-05-31 00:35:55,"@BigDaws @feblub hi tweeps! Love the glasses, hun ",4,positivo,"hi tweeps! Love the glasses, hun"
2009-05-29 13:43:11,@ajia P.S.S. - they can keep their pants... I don't want them! LOL! ,4,positivo,P.S.S. - they can keep their pants... I don't want them! LOL!
2009-05-30 05:11:53,Controlling my other computer (Which is in my room) now. ,4,positivo,Controlling my other computer (Which is in my room) now.
2009-06-06 15:18:16,@Jonasbrothers yankees fans ROCK!!!!!!!!   ,4,positivo,yankees fans ROCK!!!!!!!!
2009-06-20 00:58:47,"listening to &quot;just a dream&quot; by carrie underwood on my ipod. Trying to fall asleep, night ",0,negativo,"listening to &quot;just a dream&quot; by carrie underwood on my ipod. Trying to fall asleep, night"
2009-05-31 14:32:14,ohhh mann(n)  school in the morningg ' greattt ! ,0,negativo,ohhh mann(n) school in the morningg ' greattt !
2009-06-16 07:31:16,"One of those days at work, when you want to be anywhere but there... oh well. Glad to be home ",4,positivo,"One of those days at work, when you want to be anywhere but there... oh well. Glad to be home"
2009-06-06 11:48:50,@courterz oooo coool  &lt;3 it! i really want a best of both worlds tour  THAT WOULD BE SIICKKK!,0,negativo,oooo coool &lt;3 it! i really want a best of both worlds tour THAT WOULD BE SIICKKK!
2009-06-02 22:31:52,"mmm dinner. wild fennel crusted rock cod, nettle soup, asparagus, pine nut, parmesan salad. and i cooked a caterpillar ",0,negativo,"mmm dinner. wild fennel crusted rock cod, nettle soup, asparagus, pine nut, parmesan salad. and i cooked a caterpillar"
2009-06-06 01:40:07,"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.",4,positivo,"HEY LOW, Mitchel. awesome music WOOT."
2009-05-29 21:53:54, sun's pull's lying me down again.. imposing sleep.. a battle i won't win.,4,positivo,sun's pull's lying me down again.. imposing sleep.. a battle i won't win.
2009-05-03 01:25:14,@alexiaaa hahahas i haven't eaten them in years ,0,negativo,hahahas i haven't eaten them in years
2009-04-07 08:34:07,@creeksta I'm sorry for your loss.   Are you okay?,0,negativo,I'm sorry for your loss. Are you okay?
2009-06-01 06:00:57,My feet are cold. ,0,negativo,My feet are cold.
2009-05-31 12:12:06,"@JadeAstaria no hangover?  ooof, not so lucky on this end!  glad you had a great time though. ",4,positivo,"no hangover? ooof, not so lucky on this end! glad you had a great time though."
2009-05-13 23:46:38,his hair turned out great...umhm  ,4,positivo,his hair turned out great...umhm
2009-06-03 08:40:04,would rather have the heat than the MASSIVE and LOUD air con unit right next to me ,0,negativo,would rather have the heat than the MASSIVE and LOUD air con unit right next to me
2009-05-18 06:28:38,@Astro_Mike Heard you were working especially hard with some uncooperative items  Glad that everything's going well. Stay safe. Proud of u,4,positivo,Heard you were working especially hard with some uncooperative items Glad that everything's going well. Stay safe. Proud of u
2009-06-16 16:18:41,"Really wish I had Â£3,000 spare for invisible braces! My wonky teeth are pissing me off ",0,negativo,"Really wish I had Â£3,000 spare for invisible braces! My wonky teeth are pissing me off"
2009-06-06 12:06:00,Amazing day ! Shopping with my sweet Micky ,4,positivo,Amazing day ! Shopping with my sweet Micky
2009-06-21 08:23:24,"@McChickie  Well, I don't wanna be mean...so,I'll stop making fun of you...for now &gt;.&gt;",0,negativo,"Well, I don't wanna be mean...so,I'll stop making fun of you...for now &gt;.&gt;"
2009-06-16 19:38:02,dont like it when people hate on some of my fav. people just cuz of their looks. makes me mad ,0,negativo,dont like it when people hate on some of my fav. people just cuz of their looks. makes me mad
2009-06-02 01:15:02,@zmindless no no no... your first tweet ,4,positivo,no no no... your first tweet
2009-06-03 07:48:11,"oobladoobla, i must sleep. But my hair is still wet ",0,negativo,"oobladoobla, i must sleep. But my hair is still wet"
2009-05-29 15:03:19,"Awesome weather tomorrow as well, might worth going to bed early. ",4,positivo,"Awesome weather tomorrow as well, might worth going to bed early."
2009-06-20 07:57:09,"going to visit my grandpa in niagara falls i wuv him, but this means no mmva's in toronto ",0,negativo,"going to visit my grandpa in niagara falls i wuv him, but this means no mmva's in toronto"
2009-05-14 08:29:14,Malpensa airport... Back to ldn in a couple hours ,4,positivo,Malpensa airport... Back to ldn in a couple hours
2009-05-17 11:45:17,@Kat_04071991 ha more for us though! ,4,positivo,ha more for us though!
2009-05-13 23:59:03,"Oh no, cooking wild duck casserole, just smelt that burning smell that means I haven't been watching  ",0,negativo,"Oh no, cooking wild duck casserole, just smelt that burning smell that means I haven't been watching"
2009-04-20 02:45:36,it's my birthday but i feel this is an ordinary day... ,0,negativo,it's my birthday but i feel this is an ordinary day...
2009-05-31 17:24:21,@cfomarshall Not a chance. ,4,positivo,Not a chance.
2009-06-18 20:05:50,why isnt there any good late night tv ? ,0,negativo,why isnt there any good late night tv ?
2009-05-02 22:24:10,@Dannymcfly Pacquioa beat Hatton by the 2nd round just to tell you. ,4,positivo,Pacquioa beat Hatton by the 2nd round just to tell you.
2009-05-18 03:08:23,@tanujkakkar best of luck with it ,4,positivo,best of luck with it
2009-06-01 18:14:31,@jerquiaga Just keep breathing! ,4,positivo,Just keep breathing!
2009-04-19 09:34:53,on a random update: some women just shouldn't be mothers  *grumble grumble*,0,negativo,on a random update: some women just shouldn't be mothers *grumble grumble*
2009-05-18 02:30:05,omg! the new hannah montana episode is sooo sweeet  I love loliver ,4,positivo,omg! the new hannah montana episode is sooo sweeet I love loliver
2009-05-31 23:15:44,Can't wait for LVATT! and @ddlovato new album!!! JUNE 16 AND JULY 21st!!!!   (via @Teff95),4,positivo,Can't wait for LVATT! and new album!!! JUNE 16 AND JULY 21st!!!! (via
2009-06-01 14:04:07,@tehpooki3  we're going this month! the 21st-25th. ,0,negativo,we're going this month! the 21st-25th.
2009-05-31 09:45:05,Got his feelings hurt ,0,negativo,Got his feelings hurt
2009-06-01 00:37:09,2hrs sleep = Bad day at work ,0,negativo,2hrs sleep = Bad day at work
2009-06-07 19:12:45,@nikkiluvsnkotb  Yes!!!! she loved it!!! and she met Donnie too!!!! and got to hang out at the book drive with Barrett and Griffin too!! ,4,positivo,Yes!!!! she loved it!!! and she met Donnie too!!!! and got to hang out at the book drive with Barrett and Griffin too!!
2009-06-21 09:30:12,my cough is getting so bad ,0,negativo,my cough is getting so bad
2009-06-20 16:22:56,@IfollowFreeze me tooo.....must be a bot.......artificial friends ,0,negativo,me tooo.....must be a bot.......artificial friends
2009-06-16 00:49:16,My laptop died.. Can't find the charger ,0,negativo,My laptop died.. Can't find the charger
2009-05-10 06:43:56,Morning and happy mothers day to all the mothers of the world  We love you,4,positivo,Morning and happy mothers day to all the mothers of the world We love you
2009-06-01 15:27:22,@DonGoyo29 thankyou  same to you I'll be on twitter later on,4,positivo,thankyou same to you I'll be on twitter later on
2009-05-29 23:22:42,pretty happy  not worrying about exams ,4,positivo,pretty happy not worrying about exams
2009-05-17 01:00:38,Up late. ,4,positivo,Up late.
2009-06-19 20:40:30,@callmerambo that movie was awesome! Hotrod is that dude. This movie  was sad too. ,0,negativo,that movie was awesome! Hotrod is that dude. This movie was sad too.
2009-06-05 21:40:22,@R33S LOL. No worries. I won't hold ya captive. The dingos that surround my house are just to keep bad people out! Like a moat. ,4,positivo,LOL. No worries. I won't hold ya captive. The dingos that surround my house are just to keep bad people out! Like a moat.
2009-06-15 06:17:06,@Samanthaa_Sull ok thats good ,4,positivo,ok thats good
